analogValue,load,distance
16.20,0.00,5.97
16.22,0.00,6.01
16.21,0.00,5.97
16.22,0.00,5.97
16.28,0.62,5.96
16.25,0.04,5.84
16.23,0.00,5.99
16.26,0.11,6.01
16.32,1.39,6.36
16.32,1.47,6.60
32.15,206.93,6.96
62.39,451.38,7.25
62.90,455.37,7.61
66.32,482.41,8.37
55.76,398.92,8.25
54.13,386.05,8.61
53.01,377.18,8.97
51.71,366.81,9.68
51.68,366.57,9.61
49.37,348.26,10.33
49.53,349.56,10.28
49.47,349.08,10.63
49.16,346.62,11.35
47.10,330.25,11.28
48.63,342.43,12.00
47.15,330.68,11.94
48.51,341.47,12.28
47.45,333.09,12.64
46.10,322.35,13.00
47.11,330.39,13.20
46.10,322.36,13.54
48.13,338.45,13.85
45.76,319.62,14.62
45.52,317.73,15.07
47.22,331.22,15.69
45.36,316.47,15.62
45.59,318.34,15.57
45.77,319.74,15.93
46.49,325.48,16.27
45.00,313.62,16.57
44.00,305.67,16.93
45.68,319.02,17.70
44.67,311.03,18.00
45.99,321.49,18.34
44.69,311.20,18.70
45.25,315.63,19.01
43.91,305.01,19.35
45.44,317.12,19.70
44.69,311.15,20.06
44.97,313.35,20.83
44.74,311.58,20.72
44.62,310.62,20.66
43.77,303.87,21.44
43.43,301.21,21.59
43.89,304.79,21.52
44.18,307.13,22.31
45.19,315.11,22.19
44.16,306.96,22.54
43.57,302.28,22.83
44.08,306.36,23.19
43.92,305.07,23.55
43.17,299.10,24.26
42.73,295.38,24.62
45.25,315.63,24.98
34.23,224.32,24.79
16.60,7.40,24.55
16.27,0.39,24.19
16.12,0.00,23.74
16.22,0.00,23.96
16.15,0.00,23.16
16.24,0.00,22.90
16.18,0.00,22.61
16.21,0.00,22.25
16.19,0.00,22.37
16.25,0.00,21.59
16.19,0.00,21.56
16.22,0.00,21.20
16.20,0.00,20.84
16.25,0.08,21.01
16.30,1.07,20.15
16.18,0.00,20.21
16.12,0.00,19.48
16.16,0.00,19.14
16.25,0.00,18.85
16.24,0.00,18.46
16.20,0.00,18.17
16.25,0.00,17.41
16.15,0.00,17.05
16.14,0.00,17.10
16.24,0.00,16.86
16.16,0.00,16.04
16.23,0.00,16.13
16.16,0.00,16.16
16.20,0.00,15.48
16.14,0.00,14.72
16.21,0.00,14.31
16.13,0.00,13.90
16.17,0.00,13.65
16.17,0.00,13.59
16.19,0.00,13.36
16.16,0.00,12.64
16.23,0.00,12.28
16.17,0.00,11.93
16.19,0.00,11.47
16.12,0.00,11.13
16.17,0.00,11.18
16.16,0.00,10.82
16.15,0.00,10.11
16.16,0.00,9.85
16.29,0.84,9.51
16.11,0.00,9.12
16.18,0.00,8.80
16.19,0.00,8.44
16.20,0.00,7.98
16.14,0.00,7.67
16.25,0.00,7.32
16.15,0.00,7.01
16.14,0.00,6.62
16.13,0.00,6.26
16.23,0.00,6.01
16.16,0.00,6.09
