analogValue,load,distance
15.91,0.00,5.99
15.96,0.00,5.97
15.94,0.00,5.99
15.97,0.00,5.99
15.96,0.00,6.09
15.92,0.00,5.97
15.93,0.00,6.09
15.92,0.00,5.99
15.94,0.00,5.97
15.88,0.00,6.07
15.91,0.00,5.97
15.89,0.00,6.07
15.95,0.00,5.97
15.91,0.00,5.97
16.02,0.00,5.68
40.19,281.59,6.41
81.85,610.09,7.08
54.51,395.71,7.01
65.81,484.95,7.32
52.37,378.78,7.67
58.80,429.60,8.01
56.30,409.89,8.73
57.32,417.88,8.68
56.56,411.90,9.02
55.27,401.73,9.39
54.58,396.24,9.68
56.59,412.15,10.45
55.12,400.56,10.33
56.19,409.00,10.69
56.30,409.87,11.40
57.81,421.75,11.35
56.06,407.93,12.11
55.22,401.34,12.40
54.37,394.59,12.35
56.61,412.27,12.71
52.01,376.01,13.48
55.04,399.89,13.36
51.83,374.57,14.02
54.39,394.78,14.33
54.68,397.04,14.36
53.47,387.49,14.62
55.19,401.12,15.33
55.10,400.39,15.69
54.90,398.80,16.03
52.68,381.29,16.40
52.05,376.30,16.76
55.35,402.34,17.05
52.65,381.00,17.39
50.29,362.42,17.76
50.86,366.92,17.63
51.20,369.60,17.98
49.24,354.11,18.36
49.49,356.05,19.11
49.19,353.70,19.41
48.75,350.21,19.36
47.75,342.31,20.13
48.68,349.70,20.43
47.87,343.23,20.37
48.80,350.61,20.71
49.83,358.78,21.44
48.29,346.63,21.37
47.88,343.35,21.59
46.57,332.99,22.31
43.07,305.34,22.25
35.48,242.07,22.78
16.06,0.22,22.12
15.84,0.00,21.73
15.83,0.00,21.90
15.87,0.00,21.51
15.82,0.00,21.08
15.82,0.00,20.89
15.87,0.00,20.43
15.84,0.00,20.08
15.82,0.00,19.31
15.85,0.00,18.95
15.81,0.00,18.61
15.81,0.00,18.66
15.88,0.00,18.41
15.84,0.00,17.61
15.84,0.00,17.70
15.88,0.00,17.34
15.84,0.00,17.41
15.81,0.00,16.62
15.88,0.00,16.42
15.84,0.00,16.03
15.85,0.00,15.14
15.85,0.00,14.79
15.82,0.00,14.85
15.85,0.00,14.55
15.84,0.00,13.78
15.83,0.00,13.42
15.84,0.00,13.08
15.84,0.00,12.73
15.81,0.00,12.45
15.82,0.00,12.01
15.83,0.00,12.06
15.81,0.00,11.30
15.78,0.00,10.94
15.82,0.00,10.58
15.86,0.00,10.63
15.78,0.00,9.94
15.75,0.00,9.58
15.85,0.00,9.22
15.84,0.00,8.86
15.80,0.00,8.51
15.81,0.00,8.17
15.82,0.00,7.79
15.83,0.00,7.91
15.82,0.00,7.15
15.83,0.00,6.79
15.79,0.00,6.53
15.83,0.00,6.09
15.88,0.00,5.97
15.86,0.00,5.97
15.81,0.00,5.96
15.77,0.00,5.97
15.75,0.00,5.97
15.82,0.00,5.99
15.80,0.00,5.97
15.85,0.00,5.97
15.85,0.00,5.99
