analogValue,load,distance
15.99,0.00,5.97
15.99,0.00,5.97
16.01,0.00,5.97
15.99,0.00,5.97
16.00,0.00,5.97
16.00,0.00,5.97
16.01,0.00,5.97
16.03,0.00,5.97
16.00,0.00,5.97
15.99,0.00,5.97
16.03,0.00,6.14
16.03,0.00,6.35
16.06,0.22,7.08
32.58,217.74,6.96
78.26,582.24,7.25
50.34,362.78,7.61
61.87,453.87,7.91
53.28,385.97,8.25
54.31,394.18,8.61
55.38,402.62,8.92
53.63,388.77,9.27
53.53,387.95,9.56
53.71,389.40,9.92
51.97,375.62,10.21
52.40,379.03,10.57
52.93,383.21,11.28
52.79,382.10,11.21
51.25,369.97,11.50
50.02,360.23,11.88
51.54,372.26,12.23
52.37,378.78,12.52
50.86,366.86,12.88
52.37,378.82,13.19
51.54,372.30,13.53
52.04,376.22,14.24
48.62,349.23,14.16
49.39,355.28,14.87
49.98,359.95,14.72
48.36,347.17,15.50
49.97,359.85,15.79
48.89,351.31,16.15
50.08,360.75,16.50
49.57,356.71,16.81
50.01,360.20,17.15
50.92,367.35,17.46
49.98,359.98,17.81
51.57,372.46,18.15
51.05,368.43,18.46
50.88,367.03,18.41
52.03,376.10,19.11
52.52,379.97,19.46
51.22,369.72,19.82
51.80,374.30,20.13
51.69,373.43,20.47
50.82,366.58,20.83
49.60,356.93,21.13
50.65,365.25,21.06
49.23,353.98,21.64
49.94,359.60,21.71
50.10,360.91,22.36
50.90,367.17,22.24
50.27,362.21,22.95
48.11,345.18,22.88
43.64,309.84,23.36
41.95,296.29,23.41
41.15,289.59,23.41
23.63,123.34,22.88
16.02,0.00,22.56
16.00,0.00,22.27
15.93,0.00,21.91
15.96,0.00,21.56
15.92,0.00,21.63
15.97,0.00,21.35
15.99,0.00,20.96
15.94,0.00,20.18
15.95,0.00,20.25
15.98,0.00,19.89
15.97,0.00,19.12
15.94,0.00,18.77
15.97,0.00,18.84
15.96,0.00,18.48
16.00,0.00,18.27
15.99,0.00,17.92
15.97,0.00,17.58
15.97,0.00,16.79
15.94,0.00,16.44
15.96,0.00,16.50
15.98,0.00,16.30
15.98,0.00,15.86
15.97,0.00,15.60
15.98,0.00,14.80
15.94,0.00,14.38
15.95,0.00,14.00
15.98,0.00,14.07
16.00,0.00,13.83
15.95,0.00,13.42
15.95,0.00,12.66
15.98,0.00,12.30
16.00,0.00,11.94
15.96,0.00,12.00
15.98,0.00,11.64
15.96,0.00,10.94
15.97,0.00,10.58
15.99,0.00,10.23
15.97,0.00,9.97
15.90,0.00,9.92
15.93,0.00,9.22
15.97,0.00,8.86
15.95,0.00,8.51
15.96,0.00,8.25
15.94,0.00,7.89
15.95,0.00,7.91
15.94,0.00,7.15
15.92,0.00,6.38
15.95,0.00,6.02
15.95,0.00,6.18
15.99,0.00,5.99
15.97,0.00,5.97
15.94,0.00,5.97
15.93,0.00,6.07
15.94,0.00,5.99
