analogValue,load,distance
15.95,0.00,5.99
15.95,0.00,5.97
15.96,0.00,5.99
15.96,0.00,5.97
15.93,0.00,5.99
15.95,0.00,5.99
15.94,0.00,5.97
15.93,0.00,5.96
15.92,0.00,5.97
15.91,0.00,5.97
15.95,0.00,5.99
15.97,0.00,6.04
15.98,0.00,6.19
16.09,1.32,6.60
55.59,404.23,6.89
75.39,559.79,7.20
47.98,344.10,7.55
55.12,400.56,7.91
50.54,364.35,8.20
49.32,354.74,8.56
49.95,359.74,8.92
46.90,335.59,9.63
50.61,364.91,9.56
49.69,357.64,9.85
49.01,352.24,10.23
47.63,341.34,10.99
47.45,339.93,10.87
45.66,325.78,11.64
45.28,322.79,11.52
45.80,326.92,11.88
45.86,327.41,12.22
46.92,335.77,12.52
45.34,323.26,12.88
44.99,320.55,13.17
44.75,318.60,13.53
44.20,314.24,14.19
42.80,303.23,14.55
42.44,300.35,14.85
45.07,321.14,15.14
42.65,302.03,15.09
43.47,308.48,15.86
43.38,307.82,16.21
43.30,307.18,16.50
42.48,300.71,16.86
43.74,310.68,17.17
43.96,312.42,17.10
43.61,309.62,17.88
43.28,307.02,18.22
43.81,311.17,18.53
43.37,307.70,18.46
43.03,305.01,19.18
43.88,311.71,19.11
42.64,301.98,19.89
43.63,309.81,20.18
43.32,307.31,20.13
42.93,304.27,20.89
42.61,301.69,21.18
42.60,301.65,21.54
41.88,295.76,21.71
41.53,292.80,21.66
41.67,293.96,22.00
42.42,300.23,22.71
42.13,297.86,23.07
31.11,205.47,23.19
16.02,0.00,22.51
15.85,0.00,22.58
15.89,0.00,21.80
15.88,0.00,21.86
15.91,0.00,21.61
15.91,0.00,21.15
15.92,0.00,20.86
15.90,0.00,20.49
15.94,0.00,19.72
15.88,0.00,19.38
15.95,0.00,19.02
15.87,0.00,19.07
15.91,0.00,18.82
15.90,0.00,18.36
15.91,0.00,18.17
15.88,0.00,17.81
15.91,0.00,17.46
15.84,0.00,17.17
15.91,0.00,16.74
15.92,0.00,16.08
15.89,0.00,15.62
15.88,0.00,15.67
15.90,0.00,15.33
15.84,0.00,14.97
15.88,0.00,14.72
15.89,0.00,14.26
15.92,0.00,13.90
15.90,0.00,13.59
15.92,0.00,12.83
15.96,0.00,12.47
15.89,0.00,12.23
15.89,0.00,11.76
15.92,0.00,11.42
15.92,0.00,11.06
15.93,0.00,11.18
15.85,0.00,10.51
15.95,0.00,10.06
15.88,0.00,9.70
15.94,0.00,9.34
15.88,0.00,8.98
15.90,0.00,8.63
15.92,0.00,8.80
15.92,0.00,7.98
15.92,0.00,7.72
15.91,0.00,7.27
15.92,0.00,6.91
15.95,0.00,6.55
15.90,0.00,6.19
15.87,0.00,6.02
15.92,0.00,5.97
15.98,0.00,5.97
15.89,0.00,5.99
15.90,0.00,5.99
15.92,0.00,5.99
15.91,0.00,6.09
15.88,0.00,5.97
15.91,0.00,6.01
