analogValue,load,distance
16.02,0.00,5.97
16.04,0.00,5.97
15.99,0.00,6.09
16.03,0.00,5.99
16.04,0.00,5.99
16.03,0.00,5.97
16.02,0.00,5.97
16.02,0.00,5.97
16.02,0.00,5.97
16.04,0.00,6.04
16.11,0.00,6.24
27.00,153.39,6.13
51.32,363.75,6.89
47.81,335.95,7.20
40.76,278.94,7.55
43.81,304.16,7.84
42.15,290.53,8.20
44.73,311.49,8.49
42.90,296.83,8.85
43.39,300.82,9.56
42.23,291.24,9.51
39.28,266.60,9.39
41.09,281.68,10.57
41.11,281.86,11.35
42.43,292.92,11.21
40.87,279.87,11.18
42.02,289.45,11.47
41.27,283.18,12.23
42.35,292.28,12.11
42.49,293.44,12.40
41.56,285.67,12.76
41.73,287.06,13.44
41.94,288.79,13.88
43.84,304.45,13.66
43.30,300.17,13.97
44.17,307.05,14.33
43.93,305.17,14.72
43.84,304.45,15.40
43.62,302.66,16.57
43.30,300.16,16.93
44.11,306.56,16.40
43.59,302.46,16.74
42.39,292.54,17.12
42.72,295.32,16.98
42.40,292.62,17.29
42.45,293.10,17.64
41.63,286.20,17.93
41.88,288.31,18.72
42.15,290.55,19.48
41.91,288.56,19.84
42.91,296.90,19.72
43.47,301.51,20.08
41.80,287.60,19.96
42.18,290.82,20.67
41.90,288.48,21.03
42.05,289.69,21.37
42.39,292.58,22.02
42.58,294.17,21.90
42.49,293.44,22.25
42.71,295.25,22.14
42.40,292.62,22.85
38.15,257.14,23.14
23.57,116.42,22.73
16.04,0.00,22.39
16.01,0.00,22.10
15.99,0.00,22.15
15.94,0.00,21.81
15.95,0.00,21.54
15.96,0.00,21.10
15.99,0.00,20.37
15.94,0.00,20.43
15.98,0.00,20.09
16.00,0.00,19.74
15.97,0.00,18.95
16.02,0.00,19.02
15.98,0.00,18.77
15.99,0.00,18.36
15.99,0.00,17.63
15.95,0.00,17.34
15.98,0.00,17.00
15.97,0.00,17.05
15.97,0.00,16.28
15.98,0.00,15.93
15.97,0.00,15.21
15.97,0.00,16.10
15.97,0.00,15.33
15.98,0.00,14.97
16.01,0.00,14.21
16.02,0.00,13.95
15.98,0.00,13.56
15.98,0.00,13.61
15.95,0.00,12.85
15.99,0.00,12.90
15.98,0.00,12.13
15.95,0.00,11.77
15.95,0.00,11.42
16.01,0.00,11.64
15.95,0.00,10.77
16.00,0.00,10.41
15.96,0.00,10.06
15.97,0.00,9.29
15.96,0.00,9.41
16.00,0.00,9.05
15.94,0.00,9.10
15.94,0.00,8.34
15.94,0.00,7.98
15.95,0.00,7.62
15.96,0.00,7.44
15.97,0.00,6.98
15.99,0.00,6.62
15.96,0.00,6.33
16.02,0.00,5.68
15.91,0.00,5.97
15.99,0.00,6.09
15.96,0.00,5.97
15.98,0.00,5.99
15.95,0.00,5.97
16.01,0.00,5.99
15.95,0.00,5.97
15.97,0.00,5.99
15.99,0.00,5.97
