analogValue,load,distance
15.98,0.00,5.97
15.98,0.00,5.97
16.01,0.00,6.07
16.02,0.00,5.97
16.02,0.00,5.97
16.02,0.00,5.97
16.02,0.00,5.97
16.04,0.00,5.97
16.02,0.00,6.09
16.00,0.00,6.09
16.05,0.15,6.77
16.19,4.87,7.13
65.33,481.16,7.42
61.06,447.44,7.72
50.95,367.60,8.08
55.78,405.73,8.85
55.23,401.44,8.73
51.35,370.75,9.09
54.79,397.95,9.37
52.77,381.96,9.73
53.89,390.79,10.45
52.16,377.16,10.74
50.72,365.82,10.69
51.90,375.13,11.03
50.26,362.16,11.81
48.36,347.15,11.69
50.45,363.66,12.40
49.61,357.00,12.35
49.03,352.44,12.69
50.33,362.74,13.41
49.80,358.51,13.25
50.03,360.34,13.97
49.76,358.23,14.00
49.83,358.72,14.62
48.74,350.13,14.65
48.73,350.08,15.33
48.28,346.54,15.62
46.52,332.63,15.57
47.08,337.00,16.33
48.05,344.68,16.62
47.85,343.10,16.98
47.94,343.84,17.34
46.92,335.77,17.63
48.41,347.56,17.58
48.29,346.56,18.34
48.05,344.71,18.22
47.99,344.20,18.99
47.44,339.88,19.29
48.15,345.51,19.23
48.79,350.57,19.99
47.33,339.04,20.30
48.79,350.50,20.25
48.01,344.40,21.00
48.87,351.20,21.30
47.27,338.52,21.25
48.79,350.55,21.83
48.21,345.96,21.76
47.12,337.34,22.12
47.01,336.48,22.41
47.78,342.53,22.77
47.30,338.76,23.55
42.04,297.09,23.77
38.40,266.55,23.77
38.38,266.38,23.79
16.45,13.63,23.60
15.98,0.00,23.22
15.91,0.00,22.51
15.93,0.00,22.15
16.02,0.00,21.80
15.93,0.00,21.91
15.97,0.00,21.51
15.96,0.00,21.20
15.95,0.00,20.43
15.96,0.00,20.50
15.93,0.00,20.13
15.97,0.00,19.87
15.99,0.00,19.11
16.00,0.00,19.06
15.96,0.00,18.72
15.99,0.00,18.46
15.97,0.00,18.07
16.00,0.00,17.81
15.95,0.00,17.46
15.94,0.00,17.10
15.95,0.00,16.74
15.94,0.00,16.38
15.97,0.00,16.13
15.94,0.00,15.74
16.01,0.00,15.48
15.96,0.00,14.62
15.97,0.00,14.24
15.94,0.00,13.90
15.97,0.00,13.65
15.95,0.00,13.59
16.01,0.00,12.90
15.97,0.00,12.54
15.97,0.00,12.18
15.97,0.00,11.83
15.96,0.00,11.47
15.95,0.00,11.59
16.01,0.00,10.89
16.01,0.00,10.57
16.00,0.00,10.11
15.95,0.00,9.85
15.94,0.00,9.39
15.99,0.00,9.53
16.00,0.00,8.75
15.93,0.00,8.39
15.95,0.00,8.03
15.95,0.00,7.79
15.93,0.00,7.33
15.98,0.00,7.44
15.98,0.00,6.74
15.95,0.00,6.31
15.92,0.00,5.68
15.92,0.00,6.09
15.96,0.00,5.97
15.99,0.00,6.07
15.94,0.00,5.97
15.99,0.00,5.97
15.95,0.00,5.94
