analogValue,load,distance
16.11,0.00,5.97
16.09,0.00,6.07
16.09,0.00,5.97
16.13,0.00,5.94
16.13,0.00,5.97
16.13,0.00,5.96
16.10,0.00,5.97
16.12,0.00,6.30
16.13,0.00,6.48
16.24,2.94,6.99
40.60,285.02,7.25
70.53,521.89,7.61
67.45,497.90,7.96
55.73,405.32,8.25
53.08,384.40,8.61
53.25,385.79,8.97
51.41,371.21,9.32
50.49,363.95,10.04
52.20,377.49,9.97
48.39,347.40,10.33
47.85,343.09,10.62
47.53,340.57,10.97
47.87,343.24,11.33
46.58,333.08,12.05
44.52,316.83,11.98
47.10,337.20,12.34
44.53,316.89,12.69
44.85,319.42,13.46
45.75,326.50,13.76
44.76,318.67,14.00
44.82,319.16,14.38
43.97,312.47,14.72
45.16,321.87,15.02
43.18,306.18,15.38
44.47,316.41,15.74
44.39,315.74,16.50
43.81,311.19,16.86
43.94,312.25,17.15
44.20,314.25,17.51
44.07,313.26,17.44
43.57,309.34,17.80
44.02,312.84,18.15
44.53,316.91,18.44
44.17,314.02,18.80
43.26,306.83,19.16
44.29,314.97,19.52
42.75,302.84,19.87
42.44,300.37,20.23
42.74,302.77,21.01
43.31,307.22,21.30
43.79,311.02,21.23
42.31,299.32,21.49
43.95,312.34,21.83
43.77,310.90,22.17
44.11,313.57,22.48
42.36,299.71,22.41
44.00,312.67,22.77
41.76,294.72,23.53
41.70,294.20,24.30
43.26,306.89,24.60
41.48,292.42,25.01
44.29,314.99,25.73
35.66,243.58,25.90
16.42,8.95,25.67
16.12,0.00,24.79
16.10,0.00,24.53
16.08,0.00,23.70
16.12,0.00,23.41
16.07,0.00,23.09
16.09,0.00,22.73
16.08,0.00,22.37
16.08,0.00,22.12
16.07,0.00,21.35
16.07,0.00,21.37
16.10,0.00,21.01
16.10,0.00,21.08
16.06,0.00,20.30
16.09,0.00,20.37
16.10,0.00,20.06
16.12,0.00,19.70
16.10,0.00,19.35
16.10,0.00,18.53
16.11,0.00,18.27
16.11,0.00,18.24
16.09,0.00,17.46
16.07,0.00,17.20
16.08,0.00,16.86
16.07,0.00,16.50
16.06,0.00,16.67
16.11,0.00,16.21
16.07,0.00,15.86
16.08,0.00,15.53
16.08,0.00,14.72
16.07,0.00,14.48
16.12,0.00,14.04
16.09,0.00,13.66
16.08,0.00,13.31
16.09,0.00,12.64
16.10,0.00,12.27
16.06,0.00,11.93
16.09,0.00,11.47
16.09,0.00,11.11
16.08,0.00,11.18
16.07,0.00,10.82
16.09,0.00,10.04
16.08,0.00,9.70
16.08,0.00,9.44
16.09,0.00,9.46
16.07,0.00,8.69
16.07,0.00,8.32
16.06,0.00,7.98
16.09,0.00,7.62
16.09,0.00,7.27
16.07,0.00,6.91
16.06,0.00,6.65
16.09,0.00,6.62
16.10,0.00,6.04
16.08,0.00,6.07
16.08,0.00,5.97
16.08,0.00,5.97
16.06,0.00,5.97
