analogValue,load,distance
15.92,0.00,5.97
15.94,0.00,5.97
15.92,0.00,5.97
15.95,0.00,5.97
15.91,0.00,5.97
15.94,0.00,5.97
15.88,0.00,5.97
15.90,0.00,5.97
15.89,0.00,6.07
15.91,0.00,5.97
15.91,0.00,5.97
15.94,0.00,5.97
15.94,0.00,6.02
16.00,0.00,6.09
43.53,309.02,6.77
67.70,499.87,7.01
54.28,393.88,7.44
55.59,404.26,7.72
50.98,367.86,8.08
53.79,390.03,8.37
52.76,381.86,9.14
51.47,371.71,9.02
52.08,376.52,9.39
55.76,405.63,10.09
55.39,402.65,10.04
54.24,393.62,10.33
50.75,366.00,10.69
51.83,374.55,11.04
50.32,362.63,11.76
49.88,359.13,11.69
49.84,358.86,12.00
50.26,362.11,12.35
52.33,378.49,12.98
51.35,370.73,13.00
50.88,367.02,13.36
51.54,372.24,13.65
48.50,348.29,14.00
50.64,365.19,14.19
49.15,353.39,15.07
50.18,361.52,15.31
50.21,361.75,15.62
48.62,349.23,15.98
49.45,355.72,16.33
49.38,355.20,16.62
50.26,362.16,16.98
49.82,358.68,16.86
48.31,346.78,17.63
49.64,357.29,17.98
49.00,352.22,18.29
49.01,352.28,18.22
49.09,352.87,18.94
48.35,347.10,18.87
48.55,348.62,19.23
48.73,350.05,19.94
47.60,341.10,19.89
48.64,349.33,20.66
49.12,353.13,20.94
48.70,349.82,21.30
47.96,344.00,21.66
47.01,336.46,21.54
46.83,335.03,21.76
46.67,333.79,22.07
47.22,338.16,22.41
46.65,333.65,23.19
43.31,307.28,23.48
39.83,278.54,23.60
37.46,258.65,23.60
24.28,130.71,23.55
15.93,0.00,23.21
15.90,0.00,22.51
15.89,0.00,22.08
15.92,0.00,21.80
15.90,0.00,21.44
15.88,0.00,21.08
15.86,0.00,21.20
15.88,0.00,20.84
15.89,0.00,20.49
15.91,0.00,19.72
15.84,0.00,19.89
15.88,0.00,19.01
15.84,0.00,18.75
15.88,0.00,18.41
15.91,0.00,18.46
15.87,0.00,18.10
15.84,0.00,17.81
15.88,0.00,17.41
15.90,0.00,17.10
15.87,0.00,16.74
15.90,0.00,16.49
15.88,0.00,16.03
15.88,0.00,15.67
15.88,0.00,14.90
15.90,0.00,14.96
15.85,0.00,14.62
15.92,0.00,13.90
15.86,0.00,13.54
15.88,0.00,13.19
15.84,0.00,13.25
15.89,0.00,12.90
15.86,0.00,12.59
15.87,0.00,11.83
15.82,0.00,11.47
15.90,0.00,11.11
15.85,0.00,11.28
15.84,0.00,10.82
15.83,0.00,10.11
15.83,0.00,9.75
15.88,0.00,9.39
15.87,0.00,9.14
15.85,0.00,9.10
15.88,0.00,8.39
15.85,0.00,8.03
15.89,0.00,7.27
15.87,0.00,7.33
15.86,0.00,7.38
15.84,0.00,6.67
15.85,0.00,6.31
15.88,0.00,5.68
15.91,0.00,5.97
15.85,0.00,6.07
15.84,0.00,5.97
