analogValue,load,distance
15.95,0.00,5.97
16.02,0.00,5.99
16.01,0.00,6.09
15.99,0.00,5.97
16.02,0.00,5.97
16.01,0.00,5.97
15.98,0.00,5.99
16.04,0.00,6.07
16.03,0.00,5.97
15.98,0.00,6.09
16.05,0.00,5.99
16.02,0.00,5.97
16.02,0.00,5.99
16.05,0.00,5.97
16.03,0.00,6.14
43.98,305.55,6.72
73.73,540.10,6.13
54.67,390.34,6.48
63.05,456.59,7.20
50.72,358.96,7.54
56.76,406.86,7.84
49.83,351.91,8.20
51.73,366.98,8.56
51.75,367.16,9.27
47.56,333.95,9.20
51.33,363.86,9.10
46.91,328.77,9.44
49.64,350.45,10.16
49.40,348.49,10.92
49.31,347.82,11.23
49.40,348.55,11.57
48.80,343.74,11.93
49.74,351.24,12.28
48.87,344.29,12.59
48.51,341.48,12.52
48.53,341.61,12.40
47.74,335.32,13.19
48.30,339.83,13.48
46.33,324.20,13.82
47.21,331.19,14.55
47.44,333.01,14.48
47.09,330.20,15.09
46.92,328.85,15.02
48.23,339.22,16.21
47.65,334.65,15.69
47.09,330.17,16.03
47.40,332.65,16.81
46.67,326.91,17.10
47.47,333.20,17.41
46.84,328.24,17.34
46.73,327.38,18.12
46.78,327.76,17.98
46.98,329.32,18.77
45.98,321.42,19.11
45.99,321.47,19.41
46.53,325.74,19.36
46.00,321.55,19.65
46.27,323.69,20.42
46.67,326.85,20.72
46.74,327.43,21.06
47.10,330.26,21.37
48.54,341.74,22.02
48.52,341.53,21.95
47.63,334.48,22.24
47.70,335.02,21.78
47.86,336.32,22.49
44.03,305.95,23.19
41.55,285.51,22.90
38.91,263.51,22.90
16.24,0.00,22.80
16.06,0.00,22.44
15.95,0.00,22.39
15.94,0.00,22.19
15.97,0.00,22.10
15.96,0.00,21.32
15.89,0.00,20.66
15.98,0.00,20.26
15.98,0.00,19.91
15.98,0.00,19.55
15.95,0.00,19.26
15.96,0.00,19.41
15.95,0.00,19.31
15.94,0.00,19.12
15.90,0.00,18.34
15.92,0.00,18.00
15.98,0.00,17.64
15.93,0.00,16.86
15.95,0.00,16.50
16.00,0.00,16.57
15.95,0.00,15.91
15.97,0.00,15.55
15.99,0.00,15.09
15.93,0.00,14.79
15.89,0.00,14.51
15.95,0.00,14.07
15.98,0.00,13.73
16.00,0.00,13.37
15.97,0.00,13.02
15.98,0.00,12.66
15.97,0.00,12.37
15.92,0.00,12.01
15.93,0.00,12.06
15.95,0.00,11.77
15.92,0.00,11.42
15.92,0.00,11.06
15.93,0.00,10.70
15.94,0.00,10.34
15.95,0.00,9.58
15.95,0.00,9.22
15.95,0.00,8.92
15.95,0.00,8.68
15.90,0.00,8.22
15.95,0.00,7.86
15.94,0.00,7.50
15.95,0.00,7.25
15.92,0.00,6.79
15.89,0.00,6.50
15.91,0.00,6.14
15.96,0.00,5.97
15.95,0.00,6.06
15.90,0.00,5.97
