analogValue,load,distance
16.02,0.00,5.99
15.99,0.00,5.97
16.03,0.00,5.99
15.99,0.00,5.97
16.00,0.00,6.07
16.00,0.00,5.97
15.98,0.00,5.99
15.98,0.00,5.97
15.94,0.00,5.97
15.99,0.00,5.99
15.99,0.00,6.07
15.94,0.00,5.78
16.01,0.00,6.31
32.19,214.53,7.13
69.04,510.28,7.01
68.20,503.76,6.91
63.96,470.36,7.67
62.80,461.15,7.96
63.90,469.86,8.25
62.11,455.69,8.63
64.80,476.97,8.92
68.56,506.58,9.68
73.02,541.33,9.56
69.58,514.54,9.92
69.08,510.64,9.80
67.89,501.34,10.99
73.30,543.52,10.87
70.40,520.93,11.64
54.16,392.95,11.52
56.81,413.85,12.28
63.59,467.37,12.23
70.69,523.20,12.47
68.74,507.98,12.83
76.30,566.93,13.12
72.09,534.10,13.88
77.77,578.36,13.66
75.29,559.07,14.48
62.91,462.07,14.43
55.65,404.74,15.09
67.94,501.73,15.38
71.42,528.84,15.69
77.69,577.79,15.62
81.94,610.86,16.33
75.30,559.09,16.69
54.80,398.01,17.05
61.52,451.07,17.34
73.97,548.76,17.64
74.33,551.54,17.93
79.02,588.18,18.29
78.01,580.30,18.58
60.08,439.69,18.53
55.00,399.56,19.29
67.84,500.96,19.18
75.57,561.20,19.89
80.75,601.60,20.18
89.56,669.76,20.49
79.95,595.41,20.42
62.52,458.95,21.20
64.71,476.24,21.08
71.77,531.58,21.39
75.26,558.81,21.95
83.44,622.46,21.90
72.92,540.53,22.19
51.63,373.00,22.54
50.30,362.46,23.07
48.90,351.43,23.14
47.41,339.64,23.14
47.00,336.38,23.14
46.79,334.71,23.14
20.72,88.00,22.54
16.01,0.00,22.63
15.98,0.00,22.29
15.96,0.00,21.57
15.93,0.00,21.22
15.90,0.00,21.37
15.94,0.00,20.98
15.91,0.00,20.62
15.91,0.00,20.28
15.94,0.00,19.98
15.89,0.00,19.19
15.97,0.00,18.95
15.90,0.00,18.90
15.95,0.00,18.19
15.88,0.00,18.26
15.94,0.00,17.90
15.95,0.00,17.70
15.92,0.00,17.24
15.95,0.00,16.98
15.93,0.00,17.05
15.92,0.00,16.33
15.92,0.00,15.98
15.95,0.00,15.62
15.90,0.00,14.85
15.91,0.00,15.01
15.90,0.00,14.21
15.94,0.00,13.95
15.92,0.00,13.49
15.94,0.00,13.56
15.89,0.00,13.25
15.94,0.00,12.49
15.92,0.00,12.56
15.92,0.00,11.77
15.91,0.00,11.48
15.88,0.00,11.13
15.94,0.00,11.28
15.92,0.00,10.82
15.97,0.00,10.12
15.90,0.00,9.34
15.95,0.00,9.41
15.87,0.00,9.46
15.95,0.00,8.75
15.97,0.00,8.41
15.93,0.00,8.13
15.89,0.00,7.69
15.94,0.00,7.38
15.87,0.00,7.03
15.95,0.00,6.67
15.96,0.00,6.31
15.96,0.00,6.24
15.89,0.00,5.97
15.89,0.00,5.99
