analogValue,load,distance
16.06,0.28,5.97
16.05,0.02,6.06
16.02,0.00,6.07
16.00,0.00,5.97
16.06,0.17,5.96
16.06,0.35,6.01
16.06,0.49,6.01
16.02,0.00,5.97
16.05,0.00,5.99
16.09,1.49,6.01
16.61,18.78,6.36
57.05,415.80,6.53
59.45,434.76,6.96
58.20,424.83,7.25
48.39,347.41,7.61
54.12,392.66,8.39
48.40,347.48,8.25
48.59,349.00,8.61
47.47,340.15,8.97
48.55,348.67,9.27
47.08,337.00,9.61
47.48,340.18,9.92
46.99,336.32,10.26
46.50,332.47,10.97
46.54,332.77,11.33
45.37,323.49,11.69
46.96,336.10,12.00
45.04,320.90,11.93
47.57,340.94,12.28
45.91,327.81,13.05
46.26,330.57,12.95
46.58,333.09,13.22
45.22,322.30,13.92
44.90,319.81,13.93
44.93,320.03,14.72
45.19,322.10,15.07
46.05,328.90,15.33
45.78,326.78,15.62
45.71,326.18,15.98
44.11,313.59,16.27
44.16,314.00,16.62
44.59,317.38,16.98
42.79,303.12,17.29
43.18,306.22,17.22
43.90,311.87,17.98
43.81,311.22,18.34
44.04,313.02,18.63
43.32,307.36,18.58
43.15,305.98,19.36
42.97,304.53,19.65
43.66,309.98,19.99
42.92,304.15,20.37
42.89,303.94,20.71
43.03,305.03,21.01
43.03,305.04,20.96
42.13,297.80,21.59
42.72,302.56,21.54
42.66,302.15,21.83
43.39,307.87,22.60
42.39,299.96,22.48
43.87,311.70,23.24
41.71,294.29,24.02
36.86,253.65,23.72
17.49,37.27,23.60
16.00,0.00,23.31
16.02,0.00,22.61
15.99,0.00,22.15
15.99,0.00,21.80
16.00,0.00,21.86
16.02,0.00,21.56
16.03,0.00,21.20
15.97,0.00,20.84
16.00,0.00,20.18
16.01,0.00,20.15
16.01,0.00,19.77
15.98,0.00,19.53
15.98,0.00,18.75
16.00,0.00,18.39
15.97,0.00,17.93
16.02,0.00,17.68
15.99,0.00,17.66
16.00,0.00,17.46
16.03,0.00,17.10
16.00,0.00,16.32
15.99,0.00,16.49
16.02,0.00,16.03
15.96,0.00,15.77
15.94,0.00,15.33
15.97,0.00,14.96
15.97,0.00,14.21
16.02,0.00,13.85
16.01,0.00,13.49
15.99,0.00,13.54
15.97,0.00,13.25
16.01,0.00,12.47
16.00,0.00,12.13
15.99,0.00,11.77
15.97,0.00,11.42
15.99,0.00,11.06
16.00,0.00,11.11
15.95,0.00,10.51
15.95,0.00,10.06
16.01,0.00,9.70
15.96,0.00,9.34
15.97,0.00,9.09
15.96,0.00,9.05
16.00,0.00,8.69
16.04,0.00,7.98
16.02,0.00,7.62
15.98,0.00,7.27
15.98,0.00,7.01
16.00,0.00,6.55
15.99,0.00,6.72
16.02,0.00,6.02
15.99,0.00,5.97
15.94,0.00,5.97
15.93,0.00,5.97
15.95,0.00,5.97
15.99,0.00,5.97
15.96,0.00,5.97
15.97,0.00,5.97
