analogValue,load,distance
30.99,196.56,21.56
31.06,197.31,21.56
31.02,196.88,21.56
31.04,197.10,21.56
31.05,197.17,21.56
31.02,196.86,21.56
31.05,197.18,21.56
31.05,197.18,21.83
31.05,197.20,21.56
31.04,197.05,21.85
30.97,196.38,21.85
31.05,197.21,21.83
30.99,196.54,21.56
31.01,196.81,21.56
31.08,197.49,21.56
30.98,196.46,21.51
31.05,197.16,21.85
31.05,197.19,21.56
30.95,196.10,21.52
31.03,197.00,21.56
31.02,196.88,21.83
