analogValue,load,distance
15.92,0.00,5.97
15.98,0.00,5.97
16.00,0.00,5.99
15.92,0.00,5.99
15.96,0.00,5.99
15.92,0.00,5.99
16.00,0.00,5.97
15.94,0.00,5.97
15.98,0.00,6.06
15.98,0.00,6.07
15.96,0.00,5.97
15.99,0.00,6.09
15.94,0.00,5.97
15.90,0.00,6.16
15.97,0.00,6.43
16.23,6.00,6.74
47.35,339.16,7.13
72.66,538.56,7.44
61.90,454.07,7.79
52.47,379.61,8.13
53.23,385.64,8.44
50.91,367.26,9.20
52.04,376.22,9.09
50.11,360.98,9.44
49.32,354.70,9.75
49.73,357.96,10.11
50.22,361.86,10.40
47.03,336.63,11.11
49.03,352.43,11.04
49.06,352.71,11.76
47.99,344.24,11.71
48.81,350.66,12.40
47.86,343.23,12.35
49.70,357.76,12.64
48.23,346.09,13.00
49.60,356.94,13.71
49.17,353.52,13.97
47.71,341.99,14.26
49.72,357.85,14.31
48.19,345.81,14.90
47.74,342.26,15.28
47.47,340.09,15.14
47.10,337.21,15.52
46.72,334.20,16.21
46.75,334.41,16.57
47.02,336.59,16.88
46.42,331.81,17.22
45.46,324.21,17.52
46.27,330.66,17.88
46.12,329.42,18.17
45.54,324.85,18.53
46.16,329.79,18.82
45.55,324.94,19.18
45.84,327.27,19.48
45.65,325.77,19.43
45.44,324.05,19.72
45.55,324.92,20.08
44.99,320.53,20.37
45.34,323.27,21.08
45.10,321.42,21.01
45.02,320.76,21.69
45.42,323.88,21.52
45.34,323.25,22.25
44.78,318.83,22.19
44.90,319.84,22.49
45.23,322.43,23.26
41.96,296.42,23.55
36.95,254.43,23.62
35.49,242.17,23.60
35.36,241.08,23.60
35.20,239.69,23.60
35.06,238.52,23.62
21.08,93.22,23.55
15.91,0.00,23.33
15.86,0.00,22.94
15.91,0.00,22.56
15.87,0.00,21.80
15.99,0.00,21.91
16.01,0.00,21.56
15.94,0.00,20.79
15.94,0.00,20.43
16.02,0.00,20.55
15.94,0.00,19.79
15.96,0.00,19.43
15.95,0.00,19.50
15.87,0.00,19.14
15.91,0.00,18.43
15.96,0.00,18.60
15.91,0.00,18.24
15.94,0.00,17.87
15.90,0.00,17.56
15.93,0.00,17.22
15.90,0.00,16.86
15.95,0.00,16.52
15.96,0.00,16.57
15.96,0.00,15.86
15.93,0.00,15.09
15.92,0.00,14.73
15.95,0.00,14.38
15.88,0.00,14.43
15.95,0.00,13.73
15.91,0.00,13.48
15.92,0.00,13.12
15.97,0.00,12.66
15.92,0.00,12.78
15.96,0.00,12.52
15.91,0.00,11.65
15.89,0.00,11.83
15.92,0.00,11.01
15.92,0.00,11.16
15.89,0.00,10.40
15.93,0.00,10.34
15.94,0.00,9.65
15.90,0.00,9.27
15.87,0.00,8.92
15.82,0.00,8.68
15.87,0.00,8.22
16.01,0.00,7.91
15.88,0.00,7.55
15.93,0.00,6.79
15.90,0.00,6.86
