analogValue,load,distance
16.01,0.00,5.97
16.02,0.00,5.97
15.99,0.00,5.99
16.00,0.00,5.97
15.98,0.00,5.97
16.00,0.00,5.99
16.01,0.00,5.99
15.98,0.00,5.97
16.05,0.00,5.99
16.01,0.00,6.14
16.05,0.00,6.21
16.49,5.15,6.60
56.27,403.01,6.89
79.18,582.37,7.25
68.32,498.16,7.54
62.04,448.58,7.89
62.12,449.23,8.20
61.87,447.26,8.56
59.70,430.08,8.92
57.32,411.31,9.20
52.45,372.72,9.56
53.15,378.24,9.92
53.13,378.13,9.80
54.44,388.52,10.99
52.91,376.34,11.76
52.19,370.63,12.11
54.48,388.77,11.57
54.03,385.21,11.88
49.80,351.72,12.23
54.94,392.47,12.95
55.14,394.02,12.47
56.93,408.17,12.76
54.71,390.60,13.85
55.13,393.98,14.21
53.91,384.26,14.67
52.69,374.59,15.26
54.45,388.60,14.38
53.42,380.39,15.52
52.46,372.77,15.45
53.03,377.32,16.64
52.97,376.87,16.98
58.19,418.17,16.88
52.11,370.04,17.24
49.79,351.62,17.17
49.82,351.82,17.87
51.15,362.38,18.24
51.35,363.99,18.53
51.83,367.81,18.46
51.94,368.66,19.24
51.38,364.23,20.03
51.62,366.09,19.89
51.99,369.09,20.25
50.30,355.68,20.60
49.80,351.66,20.89
51.27,363.36,21.63
49.67,350.66,21.83
49.06,345.84,21.81
48.99,345.30,21.71
48.25,339.38,22.43
48.99,345.26,22.36
48.73,343.19,22.66
49.49,349.24,23.02
48.90,344.59,23.79
48.04,337.76,24.55
49.11,346.19,24.43
36.63,244.42,24.14
16.15,0.00,24.16
16.01,0.00,23.80
15.99,0.00,23.58
16.00,0.00,22.82
15.99,0.00,22.05
16.01,0.00,21.85
15.98,0.00,22.22
16.01,0.00,21.86
16.03,0.00,21.98
16.00,0.00,21.15
16.02,0.00,20.86
16.01,0.00,20.50
15.94,0.00,20.66
15.96,0.00,19.79
15.96,0.00,19.43
16.00,0.00,19.07
15.94,0.00,18.41
15.98,0.00,18.05
15.96,0.00,18.00
15.99,0.00,17.76
16.00,0.00,17.56
15.98,0.00,17.83
15.96,0.00,17.93
15.97,0.00,17.88
16.01,0.00,17.93
15.98,0.00,17.93
15.97,0.00,17.93
16.02,0.00,17.83
15.98,0.00,17.05
16.02,0.00,17.05
15.95,0.00,17.15
16.05,0.00,17.03
15.99,0.00,17.05
15.99,0.00,17.05
16.00,0.00,17.05
16.02,0.00,17.05
16.00,0.00,17.15
15.97,0.00,17.05
15.99,0.00,17.07
16.01,0.00,17.05
15.98,0.00,17.46
16.01,0.00,17.05
16.00,0.00,17.05
16.01,0.00,17.05
15.97,0.00,17.05
15.96,0.00,17.05
16.04,0.00,17.05
15.98,0.00,17.05
15.98,0.00,17.05
15.98,0.00,17.05
15.98,0.00,17.05
15.98,0.00,17.05
15.99,0.00,17.05
15.98,0.00,17.05
16.00,0.00,17.46
