analogValue,load,distance
16.01,0.00,5.97
16.01,0.00,5.97
16.04,0.00,5.97
16.00,0.00,5.99
16.05,0.00,5.97
16.05,0.00,5.99
16.08,0.00,5.97
16.05,0.00,5.99
16.01,0.00,5.99
16.04,0.00,5.99
16.07,0.00,6.09
17.50,25.95,5.72
65.19,473.50,6.43
77.46,568.99,7.15
60.43,435.86,7.08
54.88,391.96,7.44
56.98,408.63,7.32
54.57,389.52,8.08
54.49,388.86,8.44
52.38,372.17,8.73
52.98,376.91,9.09
50.75,359.24,9.37
49.76,351.38,9.75
49.08,346.00,10.45
48.07,338.00,10.40
48.35,340.19,11.16
48.69,342.91,11.11
48.35,340.17,11.40
47.76,335.51,11.76
48.48,341.24,12.05
47.71,335.09,12.40
47.52,333.65,12.76
47.91,336.73,13.05
46.45,325.13,13.42
46.30,323.93,14.12
46.18,322.98,13.95
46.91,328.75,14.00
46.62,326.49,14.62
45.91,320.85,15.38
46.25,323.50,16.10
44.41,308.97,16.52
45.20,315.22,16.86
43.31,300.25,16.76
44.37,308.63,17.10
44.87,312.63,16.98
45.30,315.99,17.34
44.39,308.79,17.63
43.60,302.53,18.00
44.92,313.02,18.77
45.00,313.64,19.48
44.87,312.63,19.82
45.64,318.68,19.77
45.66,318.84,20.13
43.57,302.28,20.42
43.23,299.58,20.37
44.03,305.95,21.56
44.21,307.36,21.71
43.66,302.98,22.07
44.20,307.29,22.02
43.78,303.95,21.95
43.49,301.65,22.24
44.71,311.33,22.54
39.09,265.01,22.83
23.15,111.85,22.77
16.01,0.00,22.61
15.96,0.00,22.25
15.96,0.00,22.32
15.95,0.00,21.91
15.98,0.00,21.97
16.01,0.00,21.20
15.96,0.00,20.86
15.97,0.00,20.20
15.99,0.00,20.15
15.96,0.00,19.84
16.00,0.00,19.91
15.95,0.00,19.09
15.97,0.00,18.31
15.96,0.00,18.43
15.91,0.00,17.75
15.93,0.00,17.81
15.96,0.00,17.46
15.95,0.00,17.12
15.97,0.00,16.33
15.96,0.00,15.62
15.96,0.00,15.79
15.98,0.00,15.74
15.96,0.00,15.38
15.95,0.00,15.04
15.93,0.00,14.67
16.01,0.00,14.84
15.95,0.00,13.97
15.97,0.00,13.59
15.91,0.00,13.68
16.00,0.00,12.49
15.97,0.00,12.28
15.92,0.00,11.83
15.97,0.00,11.48
15.91,0.00,11.13
15.97,0.00,10.82
15.98,0.00,10.57
15.98,0.00,10.11
15.95,0.00,9.44
15.98,0.00,9.41
15.96,0.00,9.51
15.95,0.00,8.75
15.94,0.00,8.39
15.93,0.00,8.15
15.95,0.00,7.27
15.95,0.00,7.33
15.95,0.00,7.55
15.91,0.00,6.67
15.96,0.00,6.43
15.97,0.00,5.68
15.91,0.00,5.99
15.97,0.00,5.97
15.94,0.00,5.97
15.92,0.00,5.97
15.94,0.00,5.99
15.96,0.00,5.97
15.94,0.00,5.99
15.89,0.00,5.99
