Slice,Count,Total Area,Average Size,%Area,Mean
RT61_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT62_G1_1_para_Atr.TIF,3,0.055,0.018,0.044,255
RT63_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT64_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT65_G1_1_para_Atr.TIF,2,0.016,0.008,0.013,255
RT66_G1_1_para_Atr.TIF,1,0.009,0.009,0.008,255
RT67_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT68_G1_1_para_Atr.TIF,1,0.007,0.007,0.006,255
RT69_G1_1_para_Atr.TIF,2,0.12,0.06,0.097,255
RT6_G1_1_para_Atr.TIF,3,0.063,0.021,0.051,255
RT70_G1_1_para_Atr.TIF,4,0.147,0.037,0.119,255
RT71_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT72_G1_1_para_Atr.TIF,4,0.046,0.011,0.037,255
RT73_G1_1_para_Atr.TIF,2,0.043,0.021,0.035,255
RT74_G1_1_para_Atr.TIF,1,0.01,0.01,0.008,255
RT75_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT76_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT77_G1_1_para_Atr.TIF,3,0.026,0.009,0.021,255
RT78_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT79_G1_1_para_Atr.TIF,1,0.031,0.031,0.025,255
RT7_G1_1_para_Atr.TIF,2,0.045,0.022,0.036,255
RT80_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT81_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT82_G1_1_para_Atr.TIF,1,0.013,0.013,0.011,255
RT83_G1_1_para_Atr.TIF,1,0.009,0.009,0.007,255
RT84_G1_1_para_Atr.TIF,1,0.106,0.106,0.086,255
RT85_G1_1_para_Atr.TIF,1,0.026,0.026,0.021,255
RT86_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT87_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT88_G1_1_para_Atr.TIF,1,0.031,0.031,0.025,255
RT89_G1_1_para_Atr.TIF,1,0.015,0.015,0.012,255
RT8_G1_1_para_Atr.TIF,7,0.218,0.031,0.176,255
RT90_G1_1_para_Atr.TIF,1,0.015,0.015,0.012,255
RT91_G1_1_para_Atr.TIF,1,0.016,0.016,0.013,255
RT92_G1_1_para_Atr.TIF,3,0.054,0.018,0.043,255
RT93_G1_1_para_Atr.TIF,3,0.043,0.014,0.035,255
RT94_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT95_G1_1_para_Atr.TIF,1,0.054,0.054,0.043,255
RT96_G1_1_para_Atr.TIF,1,0.009,0.009,0.008,255
RT97_G1_1_para_Atr.TIF,1,0.008,0.008,0.006,255
RT98_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT99_G1_1_para_Atr.TIF,0,0,NaN,0,NaN
RT9_G1_1_para_Atr.TIF,2,0.057,0.029,0.046,255
RT_G1_1_negative_Atr.TIF,1,0.009,0.009,0.007,255
RT_G1_1_positive_Atr.TIF,11,0.387,0.035,0.313,255
