Slice,Count,Total Area,Average Size,%Area,Mean,,
G11_F2_R3_C6_B.TIF,1,0.009,0.009,0.007,0.785,0.18,0.557
G11_F2_R3_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R3_C7_B.TIF,2,0.036,0.018,0.03,1.066,0.272,0.508
G11_F2_R3_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R3_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R3_C9_AW.TIF,1,0.046,0.046,0.038,2.69,0.08,0.233
G11_F2_R3_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C5_AW.TIF,2,0.032,0.016,0.026,0.954,0.217,0.53
G11_F2_R4_C5_B.TIF,1,0.017,0.017,0.014,1.088,0.184,0.52
G11_F2_R4_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C6_B.TIF,1,0.016,0.016,0.014,0.948,0.229,0.565
G11_F2_R4_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R4_C9_AW.TIF,1,0.006,0.006,0.005,0.382,0.506,0.792
G11_F2_R4_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C8_AW.TIF,1,0.021,0.021,0.018,1.361,0.146,0.456
G11_F2_R5_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R5_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C1_B.TIF,1,0.008,0.008,0.009,0.586,0.29,0.57
G11_F2_R6_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C8_AW.TIF,1,0.008,0.008,0.007,0.7,0.205,0.635
G11_F2_R6_C8_B.TIF,1,0.01,0.01,0.008,0.755,0.216,0.463
G11_F2_R6_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R6_C9_B.TIF,1,0.009,0.009,0.007,0.546,0.369,0.608
G11_F2_R7_C1_AW.TIF,1,0.014,0.014,0.015,0.613,0.456,0.823
G11_F2_R7_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C10_AW.TIF,1,0.017,0.017,0.014,1.049,0.195,0.435
G11_F2_R7_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C2_AW.TIF,1,0.029,0.029,0.024,2.111,0.083,0.254
G11_F2_R7_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C4_AW.TIF,1,0.009,0.009,0.008,0.567,0.37,0.759
G11_F2_R7_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C6_B.TIF,2,0.016,0.008,0.013,0.533,0.351,0.618
G11_F2_R7_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R7_C9_AW.TIF,1,0.107,0.107,0.088,4.649,0.062,0.197
G11_F2_R7_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C1_AW.TIF,1,0.014,0.014,0.015,0.863,0.231,0.456
G11_F2_R8_C1_B.TIF,1,0.051,0.051,0.055,2.6,0.096,0.266
G11_F2_R8_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C5_AW.TIF,1,0.07,0.07,0.058,3.705,0.064,0.317
G11_F2_R8_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R8_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C2_AW.TIF,1,0.008,0.008,0.007,0.724,0.191,0.548
G11_F2_R9_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C7_AW.TIF,1,0.006,0.006,0.005,0.298,0.794,0.914
G11_F2_R9_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G11_F2_R9_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C3_AW.TIF,2,0.079,0.04,0.065,2.265,0.128,0.314
G12_F1_R1_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C8_AW.TIF,1,0.128,0.128,0.106,5.465,0.054,0.271
G12_F1_R1_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R1_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R10_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C5_AW.TIF,1,0.015,0.015,0.012,0.816,0.283,0.581
G12_F1_R2_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R2_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C2_AW.TIF,1,0.101,0.101,0.083,5.892,0.036,0.16
G12_F1_R3_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C5_AW.TIF,1,0.006,0.006,0.005,0.584,0.222,0.505
G12_F1_R3_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R3_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C1_AW.TIF,1,0.009,0.009,0.008,0.574,0.36,0.692
G12_F1_R4_C1_B.TIF,1,0.008,0.008,0.007,0.62,0.276,0.774
G12_F1_R4_C10_AW.TIF,1,0.061,0.061,0.066,3.439,0.065,0.209
G12_F1_R4_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C3_AW.TIF,2,0.058,0.029,0.048,1.311,0.355,0.614
G12_F1_R4_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C6_AW.TIF,1,0.012,0.012,0.01,0.531,0.517,0.765
G12_F1_R4_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R4_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C7_AW.TIF,1,0.015,0.015,0.012,0.927,0.222,0.469
G12_F1_R5_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R5_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C4_AW.TIF,1,0.006,0.006,0.005,0.327,0.745,0.932
G12_F1_R6_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R6_C9_AW.TIF,1,0.008,0.008,0.006,0.7,0.201,0.439
G12_F1_R6_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C4_AW.TIF,1,0.024,0.024,0.02,1.467,0.139,0.339
G12_F1_R7_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C8_AW.TIF,1,0.009,0.009,0.007,0.409,0.661,0.876
G12_F1_R7_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R7_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C1_AW.TIF,1,0.016,0.016,0.017,0.861,0.267,0.544
G12_F1_R8_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R8_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C1_AW.TIF,2,0.02,0.01,0.022,0.713,0.318,0.524
G12_F1_R9_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C2_AW.TIF,2,0.164,0.082,0.135,3.807,0.126,0.316
G12_F1_R9_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C7_AW.TIF,1,0.022,0.022,0.018,1.486,0.127,0.348
G12_F1_R9_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C8_AW.TIF,1,0.006,0.006,0.005,0.353,0.596,0.793
G12_F1_R9_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F1_R9_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C10_AW.TIF,2,0.069,0.034,0.141,1.959,0.302,0.51
G12_F2_R1_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C2_B.TIF,1,0.009,0.009,0.007,0.549,0.368,0.649
G12_F2_R1_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C3_B.TIF,1,0.007,0.007,0.005,0.528,0.295,0.57
G12_F2_R1_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G12_F2_R1_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
