Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
W025_G1_1_para_AtrTa.TIF,1,0.031,0.031,0.026,1.194,0.272,0.658
W025_G1_2_para_AtrTa.TIF,1,0.029,0.029,0.024,1.489,0.162,0.493
W025_G1_3_para_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
W025_G1_6_perp_AtrTa.TIF,1,0.014,0.014,0.012,0.837,0.251,0.677
W025_G1_7_perp_AtrTa.TIF,4,0.077,0.019,0.064,0.939,0.292,0.666
W025_G1_8_perp_AtrTa.TIF,1,0.057,0.057,0.047,2.342,0.13,0.405
W025_G2_1_para_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
W025_G2_2_para_AtrTa.TIF,1,0.012,0.012,0.01,0.727,0.296,0.735
W025_G2_3_para_AtrTa.TIF,2,0.062,0.031,0.052,1.238,0.23,0.526
W025_G2_6_perp_AtrTa.TIF,2,0.039,0.019,0.032,1.184,0.174,0.49
W025_G2_7_perp_AtrTa.TIF,3,0.052,0.017,0.043,0.942,0.386,0.713
W025_G2_8_perp_AtrTa.TIF,1,0.014,0.014,0.012,0.509,0.699,0.867
W025_G3_1_para_AtrTa.TIF,3,0.055,0.018,0.046,0.901,0.378,0.657
W025_G3_2_para_AtrTa.TIF,1,0.008,0.008,0.007,0.386,0.67,0.891
W025_G3_3_para_AtrTa.TIF,2,0.034,0.017,0.028,1.139,0.227,0.477
W025_G3_6_perp_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
W025_G3_7_perp_AtrTa.TIF,2,0.122,0.061,0.102,2.801,0.306,0.597
W025_G3_8_perp_AtrTa.TIF,4,0.078,0.02,0.065,1.086,0.288,0.555
W025_G4_1_para_AtrTa.TIF,2,0.035,0.017,0.029,0.866,0.308,0.659
W025_G4_2_para_AtrTa.TIF,1,0.016,0.016,0.013,0.681,0.434,0.805
W025_G4_3_para_AtrTa.TIF,1,0.039,0.039,0.032,2.052,0.115,0.262
W025_G4_6_perp_AtrTa.TIF,2,0.022,0.011,0.019,0.851,0.201,0.525
W025_G4_7_perp_AtrTa.TIF,1,0.013,0.013,0.011,0.61,0.452,0.803
W025_G4_8_perp_AtrTa.TIF,3,0.085,0.028,0.071,1.447,0.302,0.563
W025_G5_1_para_AtrTa.TIF,4,0.08,0.02,0.066,1.041,0.296,0.603
W025_G5_2_para_AtrTa.TIF,2,0.064,0.032,0.053,1.207,0.237,0.49
W025_G5_3_para_AtrTa.TIF,1,0.009,0.009,0.007,0.445,0.54,0.846
W025_G5_6_perp_AtrTa.TIF,1,0.017,0.017,0.014,1.05,0.198,0.578
W025_G5_7_perp_AtrTa.TIF,1,0.008,0.008,0.007,0.49,0.413,0.717
W025_G5_8_perp_AtrTa.TIF,3,0.058,0.019,0.049,0.989,0.253,0.502
