Slice,Count,Total Area,Average Size,%Area,Mean,Circ.,Solidity
W015_G1_1_para_AtrTa.TIF,5,0.158,0.032,0.132,255,0.189,0.468
W015_G1_2_para_AtrTa.TIF,1,0.02,0.02,0.017,255,0.362,0.763
W015_G1_3_para_AtrTa.TIF,2,0.054,0.027,0.045,255,0.179,0.459
W015_G1_6_perp_AtrTa.TIF,5,0.087,0.017,0.072,255,0.251,0.521
W015_G1_7_perp_AtrTa.TIF,5,0.091,0.018,0.076,255,0.234,0.57
W015_G1_8_perp_AtrTa.TIF,6,0.179,0.03,0.149,255,0.169,0.443
W015_G2_1_para_AtrTa.TIF,4,0.074,0.019,0.062,255,0.25,0.564
W015_G2_2_para_AtrTa.TIF,8,0.225,0.028,0.187,255,0.244,0.513
W015_G2_3_para_AtrTa.TIF,6,0.128,0.021,0.107,255,0.324,0.608
W015_G2_6_perp_AtrTa.TIF,3,0.046,0.015,0.038,255,0.294,0.582
W015_G2_7_perp_AtrTa.TIF,4,0.067,0.017,0.056,255,0.207,0.485
W015_G2_8_perp_AtrTa.TIF,6,0.178,0.03,0.148,255,0.215,0.581
W015_G3_1_para_AtrTa.TIF,5,0.107,0.021,0.089,255,0.265,0.605
W015_G3_2_para_AtrTa.TIF,10,0.163,0.016,0.136,255,0.374,0.683
W015_G3_3_para_AtrTa.TIF,5,0.096,0.019,0.08,255,0.205,0.523
W015_G3_6_perp_AtrTa.TIF,5,0.097,0.019,0.08,255,0.24,0.633
W015_G3_7_perp_AtrTa.TIF,3,0.046,0.015,0.038,255,0.412,0.737
W015_G3_8_perp_AtrTa.TIF,1,0.028,0.028,0.024,255,0.43,0.804
W015_G4_1_para_AtrTa.TIF,6,0.142,0.024,0.118,255,0.293,0.623
W015_G4_2_para_AtrTa.TIF,4,0.151,0.038,0.125,255,0.255,0.541
W015_G4_3_para_AtrTa.TIF,4,0.092,0.023,0.077,255,0.32,0.6
W015_G4_6_perp_AtrTa.TIF,6,0.077,0.013,0.064,255,0.309,0.629
W015_G4_7_perp_AtrTa.TIF,2,0.019,0.009,0.016,255,0.326,0.578
W015_G4_8_perp_AtrTa.TIF,7,0.275,0.039,0.229,255,0.254,0.542
W015_G5_1_para_AtrTa.TIF,9,0.184,0.02,0.153,255,0.317,0.564
W015_G5_2_para_AtrTa.TIF,3,0.039,0.013,0.032,255,0.316,0.601
W015_G5_3_para_AtrTa.TIF,8,0.126,0.016,0.105,255,0.338,0.614
W015_G5_6_perp_AtrTa.TIF,3,0.073,0.024,0.061,255,0.305,0.574
W015_G5_7_perp_AtrTa.TIF,3,0.049,0.016,0.041,255,0.251,0.578
W015_G5_8_perp_AtrTa.TIF,8,0.252,0.031,0.209,255,0.173,0.464
