Slice,Count,Total Area,Average Size,%Area,Mean,Circ.,Solidity
W007_G1_1_para_AtrTa.TIF,25,0.576,0.023,0.479,1.213,0.277,0.608
W007_G1_2_para_AtrTa.TIF,15,0.409,0.027,0.34,1.329,0.221,0.536
W007_G1_3_para_AtrTa.TIF,5,0.083,0.017,0.069,0.819,0.311,0.587
W007_G1_6_perp_AtrTa.TIF,26,0.658,0.025,0.548,1.245,0.265,0.588
W007_G1_7_perp_AtrTa.TIF,17,0.493,0.029,0.411,1.357,0.245,0.554
W007_G1_8_perp_AtrTa.TIF,27,1.002,0.037,0.834,1.54,0.238,0.567
W007_G2_1_para_AtrTa.TIF,14,0.334,0.024,0.278,1.265,0.234,0.57
W007_G2_2_para_AtrTa.TIF,13,0.412,0.032,0.343,1.44,0.256,0.554
W007_G2_3_para_AtrTa.TIF,9,0.231,0.026,0.192,1.275,0.274,0.631
W007_G2_6_perp_AtrTa.TIF,22,0.608,0.028,0.506,1.434,0.243,0.546
W007_G2_7_perp_AtrTa.TIF,5,0.129,0.026,0.107,1.494,0.161,0.491
W007_G2_8_perp_AtrTa.TIF,10,0.287,0.029,0.239,1.559,0.167,0.473
W007_G3_1_para_AtrTa.TIF,13,0.252,0.019,0.21,1.086,0.289,0.588
W007_G3_2_para_AtrTa.TIF,13,0.421,0.032,0.35,1.337,0.308,0.631
W007_G3_3_para_AtrTa.TIF,15,0.529,0.035,0.44,1.546,0.236,0.553
W007_G3_6_perp_AtrTa.TIF,19,0.468,0.025,0.389,1.246,0.237,0.53
W007_G3_7_perp_AtrTa.TIF,22,0.469,0.021,0.391,1.09,0.306,0.599
W007_G3_8_perp_AtrTa.TIF,20,0.578,0.029,0.481,1.202,0.283,0.594
W007_G4_1_para_AtrTa.TIF,23,0.617,0.027,0.514,1.396,0.235,0.538
W007_G4_2_para_AtrTa.TIF,13,0.364,0.028,0.303,1.399,0.219,0.522
W007_G4_3_para_AtrTa.TIF,14,0.244,0.017,0.203,1.025,0.269,0.57
W007_G4_6_perp_AtrTa.TIF,23,0.72,0.031,0.6,1.43,0.241,0.528
W007_G4_7_perp_AtrTa.TIF,23,0.591,0.026,0.492,1.205,0.262,0.582
W007_G4_8_perp_AtrTa.TIF,15,0.661,0.044,0.551,1.93,0.285,0.572
W007_G5_1_para_AtrTa.TIF,12,0.202,0.017,0.168,0.939,0.315,0.614
W007_G5_2_para_AtrTa.TIF,11,0.183,0.017,0.152,0.895,0.282,0.607
W007_G5_3_para_AtrTa.TIF,18,0.644,0.036,0.537,1.557,0.265,0.572
W007_G5_6_perp_AtrTa.TIF,15,0.56,0.037,0.466,1.665,0.305,0.577
W007_G5_7_perp_AtrTa.TIF,16,0.521,0.033,0.434,1.475,0.239,0.567
W007_G5_8_perp_AtrTa.TIF,9,0.271,0.03,0.225,1.431,0.26,0.545
