Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
W012_G1_1_para_Atr.TIF,6,0.155,0.026,0.129,1.699,0.123,0.43
W012_G1_2_para_Atr.TIF,5,0.049,0.01,0.041,0.667,0.316,0.665
W012_G1_3_para_Atr.TIF,1,0.03,0.03,0.025,1.609,0.145,0.429
W012_G1_6_perp_Atr.TIF,11,0.219,0.02,0.182,1.198,0.223,0.529
W012_G1_7_perp_Atr.TIF,3,0.077,0.026,0.064,1.275,0.203,0.545
W012_G1_8_perp_Atr.TIF,3,0.093,0.031,0.078,1.736,0.177,0.465
W012_G2_1_para_Atr.TIF,8,0.131,0.016,0.109,0.949,0.27,0.593
W012_G2_2_para_Atr.TIF,7,0.081,0.012,0.067,0.765,0.26,0.596
W012_G2_3_para_Atr.TIF,5,0.085,0.017,0.071,0.986,0.234,0.55
W012_G2_6_perp_Atr.TIF,10,0.21,0.021,0.175,1.18,0.244,0.577
W012_G2_7_perp_Atr.TIF,5,0.101,0.02,0.084,1.328,0.144,0.429
W012_G2_8_perp_Atr.TIF,7,0.116,0.017,0.096,1.139,0.203,0.517
W012_G3_1_para_Atr.TIF,11,0.216,0.02,0.18,1.216,0.212,0.511
W012_G3_2_para_Atr.TIF,3,0.038,0.013,0.032,0.798,0.371,0.673
W012_G3_3_para_Atr.TIF,8,0.131,0.016,0.109,0.987,0.242,0.626
W012_G3_6_perp_Atr.TIF,4,0.065,0.016,0.054,0.951,0.252,0.563
W012_G3_7_perp_Atr.TIF,2,0.025,0.012,0.021,0.705,0.33,0.667
W012_G3_8_perp_Atr.TIF,5,0.102,0.02,0.085,1.136,0.225,0.539
W012_G4_1_para_Atr.TIF,3,0.072,0.024,0.06,1.179,0.216,0.657
W012_G4_2_para_Atr.TIF,3,0.039,0.013,0.032,0.837,0.241,0.58
W012_G4_3_para_Atr.TIF,8,0.148,0.018,0.123,1.175,0.196,0.586
W012_G4_6_perp_Atr.TIF,4,0.071,0.018,0.06,0.922,0.331,0.627
W012_G4_7_perp_Atr.TIF,3,0.038,0.013,0.031,0.745,0.281,0.662
W012_G4_8_perp_Atr.TIF,11,0.313,0.028,0.261,1.646,0.202,0.571
W012_G5_1_para_Atr.TIF,5,0.1,0.02,0.083,1.152,0.221,0.571
W012_G5_2_para_Atr.TIF,6,0.107,0.018,0.089,0.99,0.34,0.641
W012_G5_3_para_Atr.TIF,20,0.314,0.016,0.261,0.976,0.258,0.575
W012_G5_6_perp_Atr.TIF,9,0.163,0.018,0.135,1.106,0.209,0.528
W012_G5_7_perp_Atr.TIF,7,0.184,0.026,0.153,1.556,0.189,0.476
W012_G5_8_perp_Atr.TIF,10,0.189,0.019,0.158,1.11,0.274,0.57
W012_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_positive__Atr.TIF,14,0.364,0.026,0.303,1.597,0.199,0.49
